score,text
positive,My ex-girlfriend refuses to watch this one and shell probably still live a fulfilled life But for those of us who can never regain our innocence you have to admit this is one hell of a movie Some of the sharpest funniest dialogue ever written Yes a bit contrived at times some times Tarantino sounds like hes trying to sound like Tarantino but still stunning The verbal sparring is every bit as exciting and violent as the blood and bullets and little bits of brain Interesting Postmodern take on spirituality Camus wouldve been proud Even if Jules conversion was based on the possibly incorrect assumption that God had directly intervened in his life Postmodernism says Hey what they hell Go for it Its not any more or less true than anything else so more power to you Praise be to God Interesting Tarantino is sometimes criticized for being too clever with his influences and allusions but I dont think thats true of PULP FICTION Yes we can see shades of Kiss Me Deadly Deliverance etc but I dont think they take over the movie Also the music works in the movie but not in my opinion on the soundtrack CD Tarantino was once asked if he had intentionally put songs like Jungle Boogie in with the intent to be campy but Q said that basically he didnt care what was considered corny and what was considered art He just knew he liked it Probably gives us a little insight into his view of movie making too
positive,my brother had told me about this a month or two before it was to come out and i watched the trailer and found myself really looking forward to the film i love action films and the fact that my brother had described it as alex rider but better set my hopes pretty high and i was not disappointed matthew vaughn is a great director and it is an unspoken rule in my house that if stardust is on tv we must watch it and i also loved kick ass this film had the slight gore of the latter which is fine by me since ive always watched films like that and the characters and aspects that dont turn out to be how they look on the surface in my opinion the perfect balance has been achieved between comedy violence action and even tragedyseriousness the actors used are amazing in their parts and it is a star studded cast of michael cain colin firth samuel l jackson and mark strong but i think that taron egerton gives an amazing film debut performance ive read some reviews where it has been described as laddish and brash but what else can you expect from a 15 rated spy film based on teenager from south london? in fact eggsys contrast to the typical gentleman spy is what makes this film so good we need more films that are like this one and push boundaries on the genres that we are used to i came out of the cinema desperate to talk about it with my friends but none of them have seen it so i will have to think about how good it is by myself it is also the first film that i have come out of cinema desperate to actually buy a copy of the film
positive,my boyfriend and i got invited to a prescreening first time ever and we had no idea what kind of film this was going to be i knew the actor from the kings speech and my bf told me this was by the same director who had done x men first class which i think is the best but because of the main actor i thought this would be some british comedy i was not prepared for this hilarious crazy action film its really really funny and its very violent i dont know whether many women are going to like it i do but i prefer south park over sex and the city and i usually hate chick flicks it is a comedy but not what youd expect and despite this being not at all like xmen i absolutely loved the film and samuel jackson is in the film if you like spy movies and if youre not offended by gory violence and very dirty language go watch this film the last 30 minutes or so are like the craziest ive ever seen in an action film and i have seen a lot of action films believe me the storyline is a bit like men in black without aliens and the young actor who plays the rookie is perfect in this part the film might not be very realistic but i thought this was one of the best action comedies i have seen in a long time
positive,My biggest beef was on so much missing about Aragon and I found most of them in the DVD. One of the vital elements in the Fellowships strategy is to draw Saurons eye away from Frodo and here Aragons role is crucial. The last debate in the movie is totally inadequate in explaining the suicidal march to the Black gate but the DVD makes it very clear with the additional scene of Aragon revealing himself to Sauron though the Palantir. He is the bait that Sauron cannot resist. Another important aspect is that Aragon comes into the city of Minas Tirith first and foremost as a HEALER not as a king. The kingship comes afterwards. This is again brought out in the additional scenes in the DVD although still missing a lot of details from the book. Still disappointing even for the DVD is that so little is given to the story of Eowyn and Faramir. The dialogue through which they come to accept each other could very well be the most beautiful in the entire book. The few shots in the DVD that trace the development of their relationship are far from adequate although thats a least a slight improvement from the film version. Another disappointment is Aragons arrival at the Pelennor Fields which is hopelessly lame compared with the original treatment in the book: amidst the despair of the Rohan and Gondor soldiers in witnessing the approaching black ships Aragons standard suddenly unfurls at the main mast: There flowered a White Tree and that was for Gondor
positive,Much too often these days superlatives are thrown around to describe the greatness of movies and music. In this case any superlative used is an understatement. This is unlike anything that has ever been made and probably ever will be made. Few films I have seen can stir as many emotions as effectively as ROTK. After more than three hours the film still leaves the audience wanting more. If there is any justice ROTK would sweep every awards ceremony in existence. Combined with Fellowship and Two Towers the unprecedented trilogy helmed by Peter Jackson towers over any achievement in the medium in scope character and impact. The bar has been raised and the standard has been surpassed. Motion pictures will never be the same.  and as well dont spend ever hour of the day sitting at home sharpening their knives. Although The Sopranos later perfected and brought reasoning to this fact making their characters part of society and disguising themselves as members Pulp Fiction places them within the daily activities of an odd group distinguishes them from ordinary civilians and keeps them afloat through simplistic dialogue demonstrating the needs and wants of a first world audience  such as relationships religion or something as simple as what to eat for breakfast  and I dont know about you but I was thoroughly disappointed when Fabienne had to get Buttermilk pancakes instead of Blueberry. It feels like a clich’© to say it but for a long time Pulp Fiction was my favorite film. It was as influential to me in 2010 as it was to the people who first saw it in the mid-90s. I could go on for hours discussing the unconventional style of chronology the homages to such films as The Bodyguard : Jules famous Ezekiel 25:17 biblical quote is shown within the films opening crawl On The Waterfront : Bruce Willis character Butchs resemblance to Marlon Brandos character through a self-dilemma or The Aristocats : From the famous Twist-Dance contest where Uma Thurman bases her moves from that of the Duchess character in the 1970 Disney animation. Yet what makes the film so unique is not the homages to films or magazines mainstream audiences wouldnt recognize nor the bleak humor but through these characters and their reflections through an array of bizarre and oddly connected events. I continue to adore this film for several rationales but to me the people were always the most specific. They were original just like the film and shaped the American audience into viewers ready to find enjoyment from extraordinary people discussing foot massages and European hamburgers for several minutes of screen time. Quentin Tarantino... you are a genius
positive,Much has been written and praised deservedly so about The Shawshank Redemption. The fact that its #1 on this list gives me faith in humanity. Instead of talking about its obvious care with excellent writing directing editing and cinematography Ill just say how much the film has meant to me personally. Its message of hope and above all perseverance kept me going through many of lifes travails. I think I responded to how it dealt with the day-to-day grind of life albeit in dramatic fashionand even the stress of boredom. The other thing it demonstrated was how profoundly one person can affect another without even saying much to them. After all Andy and Red only have one true baring-their-souls conversation in 19 years together One of the greatest scenes in the history of movies by the way. Yet we are fully aware of how much these two meant to each other and how moved we are when they are reunited. Its a real spiritual journey visually as well  it is before these walls that the doom of our time will be decided. The city is a spectacular achievement by the special- effects artisans who show it as part fortress part Emerald City topping a mountain with a buttress reaching out over the plain below where the battle will be joined. In a scene where Gandalf rides his horse across the drawbridge and up the ramped streets of the city its remarkable how seamlessly Jackson is able to integrate computer- generated shots with actual full-scale shots so they all seem of a piece. Jacksons achievement cannot be denied. The Return of the King is such a crowning achievement such a visionary use of all the tools of special effects such a pure spectacle that it can be enjoyed  Tolkiens story is so sweeping and Jackson includes so much of it that only devoted students of the Ring can be sure they understand every character relationship and plot point.
positive,Movies simply do not get better than this. Inspiring captivating intense funny at times tragic at times. Interesting and thrilling. Every aspect of this movie is perfection: the acting story dialog production setting cinematography etc... all perfect. This film is truly flawless. I could not describe this movie as fun but I would describe it is unparalleled in its excellence- and not in some stupid artsy sense- just plain and simple it is story telling at its finest. If you havent seen this movie you absolutely need to watch it right now. Fantastic. I wish I could give it a higher rating than 10 out of 10 stars.
positive,mission impossible tells the story of wrongly disavowed secret agent ethan hunt trying to prevent the theft of a list of all the secret agents in the world with the help of two other disavowed agents played by ving rhames and jean reno while all this is going on he must find the true mole in his agency that set him up mission impossible is the perfect film for anyone who enjoys a good spy movie the plot is quick and to the point it never lets up for a minute unfortunately when it comes to spy movies im left stumped with some of the details with mission impossible even though they talk about things that are hard for the layman to understand it can be easily figured out before the end of the film but who cares anyway? the action scenes are amazing particularly the famous sequence of ethan hunt dangling from a ceiling and catching a sweat droplet so it doesnt trigger the alarm since im young i never had the pleasure of watching the tv show but if it was anything like this movie im sure id truly enjoy it all the roles in the film are played very well i particularly enjoyed the fact that ethan hunts team is made up of well established actors such as jon voight emilio estevez and kristen scott thomas youre saying great cast this should be good then without a moments notice theyre all dead in the first 10 minutes mission impossible is an amazing thrill ride movie just what youd expect from the director of scarface and the untouchables 810
positive,mission impossible is an action thriller that features tom cruise as ethan huntit directed by brian de palmabased on from the television series of the same name the story follows a new agentethan huntplayed by tom cruisehis new mission is to uncover the mole within the cia who has framed him for the murders of his entire imf team this film are shot in great locationsthe cinematography was pleasantthe acting was goodspecial mentions should be given to cruisejon voight as jim phelps and emmanuelle bart as jim phelpss daughterclaire the stunts are thrilling but not exceptionalwhile the story is good although it does not really require deep thinking as everything is explained in the endde palmas direction is also worthy of praiseoverallit is a great entertaining action thriller
positive,mission impossible is an action thriller that features tom cruise as ethan huntit directed by brian de palmabased on from the television series of the same name the story follows a new agentethan huntplayed by tom cruisehis new mission is to uncover the mole within the cia who has framed him for the murders of his entire imf team this film are shot in great locationsthe cinematography was pleasantthe acting was goodspecial mentions should be given to cruisejon voight as jim phelps and emmanuelle b_art as jim phelpss daughterclaire the stunts are thrilling but not exceptionalwhile the story is good although it does not really require deep thinking as everything is explained in the endde palmas direction is also worthy of praiseoverallit is a great entertaining action thriller
positive,mission impossible is a movie about a spy who must uncover a mole in his organization i really liked this movie it is extremely well written and albeit a little confusing but if you listen closely you should be able to follow it it has an incredible amount of suspense and intrigue and i would recommend it to anyone who is tired of the same formulaic bondtype movies the ending is probably my favorite in any movie and is well worth sitting through some of the dialoguebased scenes in the end there is nothing not to like about this movie if you find it confusing you are probably used to badly written movies this movie was not written for audiences and is not meant to be easy to understand it is more believable that way i think 910
positive,mission impossible a 1996 film directed by brian de palma is a great film i do know others have found it jarring with a confusing storyline and i have to somewhat agree however there are many other elements which make this a very enjoyable film  first and foremost i love the cinematography  the tilted angles which shows how chaotic the situation that ethan hunt played by tom cruise is put in jim phelps played by jon voight expertly plays his mentor in an interesting role ving rhames stars as luther stickell the only other character besides ethan hunt who is in all 3 films so far emmanuelle beart as claire phelps also makes an appealing love interest the action sequences are topnotch especially the helicopter sequence at the end and the music is very fitting by master composer danny elfman i would recommend this film  a high 8 out of 10
positive,Misery and Stand By Me were the best adaptations up until this one now you can add Shawshank to that list. This is simply one of the best films ever made and I know I am not the first to say that and I certainly wont be the last. The standing on the IMDb is a true barometer of that. #3 as of this date and Im sure it could be number 1. So Ill just skip all the normal praise of the film because we all know how great it is. But let me perhaps add that what I find so fascinating about Shawshank is that Stephen King wrote it. King is one of the best writers in the world. Books like IT and the Castle Rock series are some of the greatest stories ever told. But his best adaptations are always done by the best directors. The Shining was brilliantly interpreted by Kubrick and of course the aforementioned Misery and Stand By Me are both by Rob Reiner. Now Frank Darabont comes onto the scene and makes arguably the best King film ever. He seems to understand what King wants to say and he conveys that beautifully. What makes this film one of the best ever made is the message it conveys. It is one of eternal hope. Andy Dufresne played by Tim Robbins has been sent to prison for a crime he did not commit. But he never loses hope. He never gives up his quest to become a free man again. His years of tenacity patience and wits keep him not only sane but it gives his mind and a spirit a will to live. This film has a different feel to it. There has never been anything like it before and I dont know if there will again. Im not going to say any more about this film it has already been said but just suffice to say that I am glad that Forrest Gump won best picture in 94. I would have been equally glad if Pulp Fiction or Shawshank would have won. It is that good of a movie and one that will be appreciated for years to come.
positive,minor spoilers but only if you havent read the book. some of the more awe inspiring moments for me were The Rohirim riding into battle at Gondor Faramir leading his troops into Osgillioth against impossible odds the moment Pippin becomes a man so to speak and the whole of Minas Tirith bowing down to four halflings who might earlier have been dismissed as insignificant... its moments like these that allow you to forgive the hollywood showboating of Orlando Bloom on the battlefield and other such excesses.  watch it and just go along with it. If you feel inclined to look up how it played out on the internet go ahead or if you want to give it a rewatch that is fine too. Viewing multiple clips for a second time I think I finally understand it more but a lot of questions youll still be asking after repeated viewings. One of the most famous questions is whats in the briefcase that is recovered by Vega and Winnfield in the early scenes of the film. Im sure when writing the film Tarantino himself didnt know what he wanted to put in the briefcase. Im also sure he didnt think it would blow up into such a debacle on the message boards and through word of mouth. What truly makes Pulp Fiction worthwhile is the genius dialog. Tarantino cranks out the best script possible combined with enough wit and violence to please the most demanding and picky action-film fan. One moment the two are discussing why a Quarter Pounder With Cheese from McDonalds is called a Royale With Cheese in France. Next they are threatening violence if a victim asks the question what again. Why do I not condone constant swearing and gratuitous violence in other films but for some reason award a perfect  to a film that is made up of it Because Pulp Fiction shows how it should be done. It depicts realistic situations handled intelligently and with wit and soul. It doesnt utilize them for the purpose of being monotonous or dreary but to advance an already crafty storyline. The character are under such stress it only makes sense that they are constantly shouting four letter words. Is it necessary Not really. But Pulp Fiction isnt just about swearing. It proves that true cinema still exists and that even a story that appears choppy and inconsistent on paper can still produce one of the best films of the decade. Starring: John Travolta Samuel L. Jackson Uma Thurman Harvey Keitel Tim Roth Amanda Plummer Maria de Medeiros Ving Rhames Eric Stoltz Rosanna Arquette Christopher Walken Bruce Willis and Quentin Tarantino. Directed by: Quentin Tarantino. 
positive,Mild spoilers ahead. Like many people I had very high expectations when I walked into the theater today but unlike some people whos reviews Ive read here I wasnt disappointed. I loved this film. Sure there are things that are bothering like they way certain characters are changed as in the case of Faramir and Denethor - and Theoden as well in my opinion or completely left out as in the case of Saruman and Gr’_ma. But there is so much beauty in this film which makes up for it. The musical  is amazing. Someone here loathed Howard Shore for writing pompous and sentimental music - I dont understand it. This is the most wonderful soundtrack I have ever heard except for maybe the one in Fellowship Of The Ring. If this is not rewarded with an Oscar in February something is very very wrong. During the first two movies I was always bothered by the fact that Merry and Pippin were turned into comic figures simply there to lighten up serious moments. In this movie Billy Boyd and Dominic Monaghan finally get to work a little more on their characters - characters which I love. And they do it so well. I have to admit that my absolute favourite moment in the movie was Pippin singing before Denethor while the battle goes on outside. It was a beautiful and very strong scene. Does anyone think that the Academy will remember Billy Boyd when its time for the Oscars But there were things that were left out that should not have been mainly in the ending. There were no explanations to how Faramir Eowyn or Merry were suddenly healed there was nothing with Pippin being in Minas Tirith before the battle and as I said Saruman and Gr’_ma were left out. Not good. One can only hope there will be more of this in the extended version of the dvd. Im very much looking forward to it  Legolas the elf  Gimli the dwarf  Aragorn and Boromir both men  and three other hobbits Sam Merry and Pippin. This unlikely alliance comes together in a spirit of acceptance and tolerance to fight the satanic Sauron and his devilish henchmen. Those of us who do not consider ourselves fans of fantasy initially may have thought to dismiss the movies as far-fetched overblown silliness. It was hard to imagine the films as relevant or transcending their genre. But many of us have come around to another point of view: The films tell a classic story that espouses the virtues of love hard work and compassion and decries greed deceit and abuse of power in a mighty struggle against temptation and the corrupting forces of power. The storys message about conserving natural resources has profound significance for our times as does the notion of taking up arms against an evil tyrant and the importance of overcoming prejudice to work toward a common goal of peace. Ironically these simple messages were massively complicated to pull off requiring a budget of nearly $300 million a crew of 26000 extras and a production team of 2400 which included medieval weapons designers stone sculptors linguists blacksmiths and model builders. Bringing to life such a wide-ranging story with technical proficiency and visual dazzle is an unprecedented achievement one that likely will define Jackson much as George Lucas is forever linked to the Star Wars movies he directed. Though the acting ensemble is strong the movie does not belong to any one of them. While Elijah Wood capably carries off Frodos transition from boy to man his is not the most indelible performance. Gollum voiced by and physically patterned after the movements of British actor Andy Serkis is the most realistic other-worldly character since E.T. and similarly will remain etched in moviegoers collective memories. Ian McKellens Gandalf has a larger role in the third film morphing from wizard/prophet to army general and one cannot imagine the role played by anyone else. Viggo Mortensens principled Aragorn is the king to whom the third films title refers. A key character is the landscape of Middle-earth. The movies feel mythical but look historical. In the third installment for example Minas Tirith a seven-tiered city of kings looks European Byzantine and fantastical at the same time. There is a bittersweet quality in the trilogys coming to an end Š—” even if The Return of the King seems ready to conclude at least three times before the movie finally comes to a rather anticlimactic close. Many moviegoers like Jackson and the cast Š—” who grew quite close during filming Š—” may understand and even appreciate the lingering goodbye. And while s of film goers clamor to see the final installment no one is eager for the journey to end. Jacksons masterpiece will no doubt have a long life on DVD and be the subject of countless revivals over the years. The directors next project is a remake of King Kong which seems a bit like hiring Michelangelo to paint an office building. Though if anyone can make something out of that tired vehicle Jackson can. Should Jackson sign on to make The Hobbit the Rings finale might feel more like a temporary till we meet again than a formal goodbye. 
positive,Maybe Im writing a review too late for this movie but I think I must write something for this. Shawshank Redemption is a truly A Class movie that teaches us many things like friendship and never gave up your hope. Unlike other users I think this movie deserves to be in IMDb Top 250 list. Today IMDbs Top 250 List approved and considered by everyone. So everybody must see that this movie is in top and must watch it to see why IMDb puts this movie on top and not Godfather. I really like the role of Red by Morgan Freeman. He really acts like a experienced jail-mate. Andy Dufresne is okay too. What I really like is that I really love the end. Maybe this is the best ending ever. I really like how Red laughs to Andy about pickaxe and Andy dig 19 years  WOW  to made a hole in the wall how he escape and become a person he made it up for Wardens dirty job how his dreams come true and lastly after 5 years in jail after Andy escaped how Red not decided to suicide decided to follow Andy. Best Movie Ever... 10/10
positive,Maybe for me and I think most of true Batman fans at first glance this isnt comic book Batman that I was expecting. Its marvelous how Nolan succeeded to present in one movie Batman that is so realistic and that we can connect to it and really be pulled into movie and that he preserves all craziness of Joker that is demanded from his character. Batman movie can be done in various ways and one reason is because Batman and his greatest enemy have no superpowers and I see that as a good thing because then you have more space and need to present these characters not as someone who can really exist but as someone who put you more into movie and unreal world of comic book at the same time. He put this two things together in something that almost everyone would watch and like but without losing true representation of Dark knight.
positive,Mark my words the Nolans brothers will be on the same level as the Coens shortly. Their films provide a dark and disturbing world into Batmans persona and the illusion of the life he desires Bruce Wayne. Simply put this film possesses every attribute a viewer looks for in a film. It has tremendous writing directing acting scenery and plot. How can you go wrong with Oldman Eckhart Caine Gyllenhaal Ledger Freeman and Bale. A superstar cast that doesnt disappoint. I wont spoil the film for anyone but I urge all to see it. It is my own selfish need but I feel robbed that cinema will never again see such a disturbing and entertaining character personified in Ledgers performance. RIP...
positive,many went into this film with high expectations and hype that was unprecedented much like the somewhat disappointing godzilla 2014 from earlier this year not many knew what to expect with this film considering that the guardians of the galaxy were for the most part unheard of characters to the general public this film did not disappoint in any way it is by far the greatest marvel film ever made downing the avengers and days of future past i went into this movie with a feeling that i dont usually get with a film i knew that this was going to be different and good at the same given time and i was not let down from the very opening scene to the ending credits there was not even a second of boredom to say that this film was entertaining would be putting it under the bus this film was exhilarating never have i seen a film that grasped my attention and kept me in awe from start to finish as for the technical aspects this film has the best cgi i have ever seen not once did the animation look even relatively fake or cheesy the cgi will probably revolutionize the field much like 2009s avatar i felt as though i could reach out and touch these alien creatures and the amazingly designed ships the  of the film was beautiful as was the cinematography there were emotional scenes that were played so well with the  that it was as if they were interchangeable parts that had to be together to work in unison every shot of this film was gorgeous and breathtaking i saw so many things that i have never seen in a film before and for them to capture it so crisply is truly astounding the acting was very well done by all of the cast members there may not be any oscar buzz for the cast but that doesnt mean that they werent perfect for their roles chris pratt was genius as star lord bautista was hilarious as drax the destroyer and bradley cooper and vin diesel did great jobs for voice acting both being highlights for the film as far as writing this movie did something truly unique it focused on all of the guardians with equal screen time and equal information of their lives though star lord may have a bit more for obvious reasons all of the personalities of the main characters were written so well that i forgot for a period of time that it was even a movie the humor is not dirty for the most part and is not slap stick and tiresome every scene with humor did its job to make the whole crowd in the theater laugh hysterically the dialogue was simply that well written every aspect of this film was great obviously it isnt a perfect film but it manages to do something that directors have forgotten about it entertains the audience and that is the sole purpose of the entire film films now rely so heavily on art and the directors ideas of uniqueness that most films are only appreciated by certain groups guardians of the galaxy is a film that anyone can watch and they will enjoy themselves from start to finish and never want to leave the theater while watching this movie at the opening friday i couldnt help but think to myself over and over again that this is the next star wars it has the same chemistry and formula but in my own opinion it exceeds the original star wars it is an updated and modern form of that film technique of pure entertainment mixed with humor and character development that adults can relate to as well it is rare that i say this but this film will make you cry make you laugh make you excited make you fearful etc it is every genre and yet no genre guardians is going to be a staple in film and will one day be considered one of the greatest sci fi films ever james gunn was the director of one of the worst films of 2013 in movie 43 but he has proved that he is one of the elite despite a horrible effort a year prior this film resurrects the original intention and purpose of film to entertain i believe it will be the next star wars and spawn many more films to come
positive,Many Tarantino fans differ on what Tarantinos best film was. Reservoir Dogs Pulp Fiction Inglorious Basterds Having seen all three the opinion I submit is the majority opinionŠ—”Pulp Fiction. But why Pulp Fiction in my view represents something few movies can pull off. A completely pointless narrative made into an astonishingly good film. What is so good about a movie with no point Its actually rather simple. Pulp Fiction doesnt use extensive special effects or mind-bending plot or bizarre character development. Tarantino in fact wrote this one pretty much by-the-book along with co-writer Roger Avary. The plot is nothing unusual or never-before-seen. But its the careful eye of the artist in front of and behind the camera that makes this film such a treat. I have watched it six times already and each time the movie just gets better. Each time I see something in the background that I didnt see before. I catch something someone says or see some minor backdrop detail that I didnt pick up on. However this isnt why I love Pulp Fiction so much. These details are not the main thing. Its the complete package. When you step back and look at Pulp Fiction as a whole it is nothing short of a masterpiece. Tarantino specifically chose 50 ASA film stock to make it look older than it was. This film created a beautiful look for a movie set in the sunny Hollywood Heights. The music was perfect for the crime thriller part of the feel of this movie and the use of the Hawthorne Grill and the Chevy Nova were perfect selections to add to the classic feel of this movie even though its quite apparent that its set in the modern day. Butch is driven to the hotel in a Checker cab everything in general feels older than it really is. But what really sells it is the actors. Today this wouldnt be a star-studded cast it would be a diamond-studded cast-on-platinum cast. John Travolta and Samuel L. Jackson make perfect hit men and are crucial at the beginning of the film to setting up a surprising scene. Uma Thurmans small role is nevertheless appreciated and she makes the most of her screen time not only on the part of the writers but also because she has excellent delivery on her lines. At the end though I feel that Jackson is the star even though there is truly no primary role here. His monologues are to die for in this movie. All in all if you have not seen Pulp Fiction change that.
positive,Many people I know havent yet seen this film put off by the comic book aspect. Batman Im not really into that Its for kids isnt it WRONG Forget the genre this is a timeless masterpiece. Unlike a lot of recent Superhero movies including Batman Begins this doesnt waste time with how they gained their powers what their backstory is a love interest distraction etc. It starts with Batman and ends with Batman. The film grips you from the very beginning and takes you on a mesmerising roller-coaster of tense action and drama. Whilst there is a grand finale of sorts the brilliant spirit of human race boat scene you could pick 4 or 5 different scenes from the film which all could have merited any films climax. Take for example the attempted shooting of the major scene Batmans dilemma of who to save between Harvey Dent and Rachel the hospital exploding etc. Quite frankly the film leaves you physically exhausted. Heath Ledgers Joker is also one of the most brutally savage badies in movie history. Savage in the sense that he has no super power no physical strength of skill but has the mind of a genius. When he talks you start thinking Hold up why do I want this guy to succeed Its a Thriller with no Filla I can never pull that phrase off
positive,Many Batman films have seen their day. You had Adam Wests comical Batman portrayal to Michael Keatons classic performance. Then comes the embarrassing stages of the Batman franchise. Batman Forever which was decent. Then the terrible Batman & Robin which was terrible. Then you have the Great Batman Begins. Then there is this masterpiece. The characters are spot on. Heath Ledger is a great Joker. Aaron Eckharts performance as Harvey Dent blows Tommy Lee Jones role as the same character in Batman Forever away. Maggie Gyllenhaal Michael Caine and Morgan Freeman are always great. And Christian Bale proves to be the best Batman yet. Graphics are great acting is great great plot and a great movie.
positive,Man All the movies this guy had made is just great He is simply a mastermind This movie had great actors great story and well u can say that EVERYTHING is just perfect Ultra Highly Recommended Movie A MUST see
positive,maleficent starring angelina jolie takes a new view on the sleeping beauty story from the life of maleficent the fairy this is much like the musical wicked which tells the story of the wizard of oz from the life of the wicked witch everything about this movie just screamed awesome the special effects the cinematography and the acting were all spot on the magical forest home to maleficent and all of the magical creatures almost the entire forest was computer generated but it looked as real as ever the detail that was put into the creatures of the forest was incredible they didnt cut any corners when making this movie even with the smallest of fairies you could still see every wrinkle every smile and every movement clear as day and watching as maleficent soars across the water and watching it ripple or as she flies through the sky breaking through clouds was nothing less than breath taking everything in this film looked as real as anything ive ever seen the camera angles and lighting were also just as superb everything just seemed natural it didnt like i was even watching a movie more that i was actually experiencing everything that was happening the lighting for the movie was great when it was bright it wasnt too bright and when it was dark it wasnt pitch black but the low light scenes are what really got me in the castle where most of the low lighting scenes took place the amber lights from the torches never clashed with the casting lights and blended right in and when maleficents forest was dark they added soothing yet eerie purple orbs of light all over the place to give the scene an ominous but peaceful feel the acting was as spot on as the rest of the movie angelina jolie was truly born to play the role of maleficent she was sweet and kind but strong and vengeful while still keeping her wisdom and she wasnt the only amazing actor copley played a proud but paranoid king who will stop at nothing to destroy maleficent fanning played an innocent and beautiful if you can get past her blonde hair and brown eyebrows but strong aurora and riley played a obedient yet free spirited diaval the crow even the small actors in this movie did an amazing job this movie is one of the best nonanimated disney movies that i believe has ever been made the acting special effects and the cinematography were just plain incredible you could really tell that the actors and the director put a lot of time into this movie and it couldnt have been any better 1010 for sure
positive,maleficent is magnificent the story is sophisticated enough to delight adult audiences with a brilliant take on the beloved tale with a delightful twist including the meaning of true love the characters are sympathetic and there is enough excitement the art direction and cinematography are beautiful the fairy land scenes resemble a pre raphaelite painting the castle was a bit generic cgi the right blend of human faces with cgi so it didnt look too animated the director stromberg who did oz the great and powerful did an even better job here angelina jolies expressive face is the perfect showcase for the character  it is the role of her lifetime like the way they did her cheekbones to make it like the disney cartoon sam riley as her sidekick morphs into many fairy tale creatures crow dragon horse the creatures are well done not awkward in movement and not overwhelming elle fanning is sweet and picture perfect for the role of aurora and brenton thwaites plays her prince the fairies including juno temple and imelda staunton are cute too liked this more than the snow white movies mirror mirror and snow white and the hunstman the first was fun but a bit silly and the second was too grim maleficent is the perfect blend of excitement and fairy tale most enjoyable film of the year
positive,maleficent disneys maleficent is a retelling of their 1959s sleeping beauty that was derived from charles perraults the sleeping beauty it is a beautiful movie the story is so well written the scenes are well directed and acted i will say that the 3d is not worth it if you are going to go go to the 2d because the picture is better i give maleficent 9 out of 10 stars it is a great family movie that everyone will enjoy as long as you enjoy fairy tales with a great twist from what we are used to hearing ****************spoiler alert below********************* maleficent retells the original disneys sleepy beauty it does a fantastic job at it it aids in the frozen redefining of the phrases true love and true loves kiss which i am a huge fan of linda woolverton is the writer of this version of sleeping beauty she is truly a master at finding the voice of maleficent it is based more on the life of maleficent it is written so the it rounds out and mirrors the characters of maleficent and aurora while at the same time bringing depth to all of the characters in the movie except prince phillip which is intentional when you see the movie youll see why i say this the actors do a superb job angelina jolie as top bill was phenomenal she does for maleficent what margaret hamilton did for the wicked witch of the west she brings the character to life there are moments that steal your heart between aurora and maleficent you see maleficent harden and then you see her soften aurora is played superbly by elle fanning and a few other young girls one of the moments that will really grab your heart is between angelina jolie and her own daughter playing aurora at a very young age it is a moment of truthfulness between the characters imelda staunton leads the three fairies that are to take care of aurora there are really great moments there sharlto copley plays the infamous stefan just as he was a fantastic psycho baddie in elysium he is so in maleficent he masterfully shows a plunge into a psychotic king that is paranoid of losing his own life sometimes seemingly over that of his daughter as far as directing and the cinematography go this is top notch this is robert strombergs directing debut and he really shows off his chops as well as the cinematography work of dean semler i hope to see these two team up again the picturing and mise en scene is perfect there are moments of close ups and the scene filled with other characters that just take you by surprise and make your heart melt the hits that i really have for you are the moments where actors jolie and copley slip in and out of their accents copley has moments where he attempts an irish accent and it is a wee bit disastrous see what i did there the greatest moments are when he accepts his southern african accent and just goes for it in the last moments of the film they have prince phillip and he really isnt needed in that scene hes used as a plot device earlier in the movie and the pay off is great but his reentrance into the forest isnt needed the 3d and 2d are not needed 2d in this movie is what you want to see it is brighter and has a greater sense of detail to the beautiful pictures there are moments in the 3d version where everything is just way too dark whereas in the 2d it is not there are also moments such as the dragon scene and the moores scene that couldve been outrageously beautiful but they fall completely flat on their face if i were a producer i wouldve called out the 3d editing and the last and slight hit i wouldve liked to see a green tinge to maleficent
